# num_image x_src y_src, sep, ein, fr, zs, fs, flag_out, frac_sh_trunc
# x_img, y_img, mag, delay, n_i, kappa, gamma1, gamma2, kappa*
# zmin, zmax, log10Mhmin, log10Mhmax, log10mshmin, log10mshmax, n_bins: 0.10, 3.00, 10.00, 16.00, 9.00, 16.00, 100
3 -1.392185e+00  4.911011e-01  1.624357e+00  9.135767e-01  1.102290e-01  9.220836e+00 6 3  2.954252e-01
 2.992529e-01 -2.532322e-01 -4.553041e-01  4.653147e+01  5.000000e-01  9.974081e-01 -1.228474e-01  1.476905e+00  3.296390e-01
-1.272911e+00  1.552227e-01  4.130531e+00  0.000000e+00  0.000000e+00  3.277443e-01 -3.157065e-01  3.318998e-01  2.625137e-02
 1.632610e-02 -1.155888e-02  3.685121e-03  5.115720e+01  1.000000e+00  1.786483e+01 -1.972492e+00  3.028214e+00  1.595266e+01
3  9.089337e-01  5.716682e-03  2.106190e+00  8.199933e-01  1.282219e-01  1.025872e+01 6 1  2.956319e-01
-1.320103e+00 -1.271862e+00  1.744998e+00  0.000000e+00  0.000000e+00  2.217621e-01 -1.395639e-01 -1.144974e-01  1.104672e-02
 2.714213e-02  1.836038e-02  3.481450e-03  1.048023e+02  1.000000e+00  2.120201e+01 -3.612458e+00 -1.038434e+01  1.964511e+01
 2.402776e-01  1.427932e-01 -2.237471e-01  1.026518e+02  5.000000e-01  1.786780e+00 -1.318872e+00 -1.830009e+00  1.025561e+00
3  1.355245e-01  4.733114e-01  1.495176e+00  6.217180e-01  2.031827e-01  6.092573e+00 6 1 -1.000000e+00
 1.535042e-01  1.167081e+00  1.861464e+00  0.000000e+00  0.000000e+00  2.332359e-01  2.065840e-01 -8.965782e-02  4.009068e-02
-1.195357e-01 -3.029526e-01 -3.782172e-01  6.231763e+01  5.000000e-01  1.180072e+00  1.172667e+00 -1.140729e+00  8.566264e-01
-8.628315e-03 -2.423518e-02  4.397561e-03  6.639868e+01  1.000000e+00  1.779993e+01  5.354468e+00 -5.115507e+00  1.721618e+01
3 -7.435739e-02  1.059380e-01  7.902419e-01  4.034395e-01  7.596807e-01  2.580951e+00 6 1 -1.000000e+00
 1.938610e-01 -1.893178e-01 -2.263403e+00  1.082630e+01  5.000000e-01  6.698337e-01 -7.354895e-02  7.385208e-01  3.227902e-01
-2.025383e-01  4.943121e-01  2.979413e+00  0.000000e+00  0.000000e+00  3.290697e-01  1.902311e-01  2.798625e-01  7.693215e-02
 6.318081e-03 -8.825624e-03  1.344094e-02  1.338619e+01  1.000000e+00  9.745549e+00  3.751360e-01  1.394390e+00  8.925446e+00
3 -3.399863e-02 -2.303433e-01  1.343099e+00  7.239757e-01  7.940286e-01  7.326984e+00 6 1 -1.000000e+00
-3.481339e-01 -9.108600e-01  2.051368e+00  0.000000e+00  0.000000e+00  2.855285e-01  1.358199e-01 -6.739981e-02  1.131021e-02
-1.290383e-01  4.142484e-01 -1.628844e+00  5.046717e+01  5.000000e-01  5.657037e-01  6.656021e-01  5.995992e-01  1.045279e-01
 4.375951e-04  2.617365e-03  2.654164e-04  7.170328e+01  1.000000e+00  6.239155e+01 -6.073294e-03 -1.121525e+00  6.094213e+01
3 -4.116841e-01  3.210104e-01  1.208776e+00  4.061763e-01  1.146811e-01  9.819333e+00 6 1 -1.000000e+00
-6.585606e-01  7.244895e-01  1.697470e+00  0.000000e+00  0.000000e+00  1.881850e-01 -9.174908e-02  2.480199e-01  6.345056e-03
 1.730166e-01 -1.527896e-01 -1.946677e-01  8.197300e+01  5.000000e-01  6.644921e-01 -6.584618e-01  2.194528e+00  2.927144e-01
 1.838131e-03 -2.367991e-03  6.224519e-05  9.462857e+01  1.000000e+00  1.327844e+02  3.095255e+01  1.853568e+01  1.317959e+02
2 -1.287255e+00 -1.901999e+00  2.254940e+00  1.067143e+00  7.492540e-03  5.367624e+00 6 2  2.772441e-01
 1.018804e-01  2.083099e+00  3.537150e+00  0.000000e+00  0.000000e+00  3.468130e-01  3.780496e-01 -3.190966e-02  5.400428e-04
-1.628183e-02 -1.687426e-01 -2.650224e-02  4.601359e+02  5.000000e-01  2.013842e+00  6.140632e+00 -1.026244e+00  7.140002e-01
3 -1.845448e-01  9.843837e-02  7.169342e-01  4.350086e-01  6.006943e-02  4.069578e+00 6 2 -1.000000e+00
-3.997076e-01  2.817533e-01  6.348442e+00  0.000000e+00  0.000000e+00  2.711971e-01 -2.285375e-01  5.669261e-01  1.895486e-02
 2.103886e-01 -9.477989e-02 -3.813473e-01  3.875104e+01  5.000000e-01  5.351848e-01 -1.013392e+00  1.345872e+00  1.774138e-01
 7.307323e-04 -2.490558e-04  1.789985e-05  6.068831e+01  1.000000e+00  2.445137e+02 -5.825675e+01  6.220170e+00  2.433129e+02
3  3.621181e-02  1.501417e-01  7.715895e-01  3.539267e-01  4.329780e-01  3.070586e+00 6 1 -1.000000e+00
-2.687532e-02 -2.779924e-01 -1.041879e+00  4.095494e+01  5.000000e-01  3.894603e-01  1.123225e+00 -2.663252e-01  1.213222e-01
 1.684516e-01  4.684644e-01  2.406308e+00  0.000000e+00  0.000000e+00  2.230696e-01  3.383062e-01 -2.712849e-01  2.026700e-02
-4.908224e-05 -5.454373e-04  1.685737e-05  7.637768e+01  1.000000e+00  2.495232e+02  4.379917e+01  2.289472e+01  2.485191e+02
2 -1.019696e-01  1.395972e-01  1.600540e+00  1.011905e+00  3.210498e-01  9.009620e+00 6 3 -1.000000e+00
 4.525681e-01 -4.473344e-01 -1.826350e+00  9.813777e+01  5.000000e-01  6.507184e-01 -3.938987e-02  8.173042e-01  1.519336e-02
-8.407977e-02  1.060558e+00  5.688682e+00  0.000000e+00  0.000000e+00  4.833379e-01  2.888618e-01  8.781204e-02  1.460328e-03
3  3.725380e-02  4.237333e-01  1.091400e+00  5.840631e-01  1.595876e-01  5.964487e+00 6 1 -1.000000e+00
-3.439965e-02 -2.096634e-01 -3.300293e-01  5.372401e+01  5.000000e-01  1.004899e+00  1.683886e+00 -4.411200e-01  5.915970e-01
 7.866469e-02  8.758645e-01  2.068013e+00  0.000000e+00  0.000000e+00  2.391807e-01  3.072089e-01 -3.021126e-02  1.763630e-02
-2.622485e-03 -1.386252e-02  2.718256e-03  5.701509e+01  1.000000e+00  2.090560e+01  4.320179e+00 -3.112247e+00  2.011311e+01
5 -4.784838e-03 -4.251235e-02  1.507776e+00  6.137002e-01  1.000000e+00  9.807195e+00 6 3 -1.000000e+00
 1.989867e-01 -5.865342e-01 -3.171292e+00  7.888937e+00  5.000000e-01  5.831476e-01  5.978080e-01  3.629330e-01  1.316661e-01
-7.264133e-01 -2.669742e-01  3.702775e+00  0.000000e+00  0.000000e+00  4.077379e-01 -1.616221e-01 -2.336344e-01  3.841293e-02
 7.558563e-01  9.189006e-03  4.037478e+00  2.464828e+00  0.000000e+00  4.293588e-01 -2.791272e-01 -6.329228e-03  4.732016e-02
-1.072596e-01  5.337148e-01 -2.006315e+00  1.380493e+01  5.000000e-01  6.424507e-01  7.497887e-01  2.531493e-01  1.657674e-01
-2.987087e-05  1.060466e-03  6.938278e-04  3.320023e+01  1.000000e+00  3.988013e+01  6.854647e+00  4.837215e+00  3.795599e+01
3 -4.675293e-01  5.349241e-01  4.944328e-01  2.535711e-01  9.072505e-01  6.406776e+00 6 3  2.871673e-01
 3.018634e-02 -1.573962e-01 -2.866884e+00  6.997360e+00  5.000000e-01  9.588719e-01  5.602985e-01  1.912274e-01  2.145257e-01
-3.619734e-01  1.437259e-01  3.159969e+00  0.000000e+00  0.000000e+00  3.928982e-01 -6.757594e-02  2.180535e-01  1.933826e-02
 8.743710e-03 -1.447651e-02  1.672597e-01  7.547346e+00  1.000000e+00  3.543046e+00  6.683626e-01  2.040752e-01  1.729320e+00
3  3.506057e-02 -1.784039e-01  7.629246e-01  3.994794e-01  4.432370e-01  2.137633e+00 6 1 -1.000000e+00
 1.882541e-01 -4.787071e-01  1.902101e+00  0.000000e+00  0.000000e+00  1.752986e-01  3.204968e-01  2.273321e-01  1.527484e-02
 5.043139e-04  2.607549e-01 -8.430818e-01  4.060297e+01  5.000000e-01  3.401860e-01  1.273217e+00  1.993522e-02  1.195993e-01
-4.326901e-05  6.748765e-04  2.454700e-05  6.828637e+01  1.000000e+00  2.045201e+02  1.034558e+01 -2.398337e+01  2.037845e+02
3 -8.897788e-03 -3.700146e-02  2.126840e-01  9.221532e-02  4.132621e-01  9.344367e+00 6 1 -1.000000e+00
-1.140065e-01 -1.185888e-01  2.286407e+00  0.000000e+00  0.000000e+00  2.987983e-01  1.497456e-02 -2.325772e-01  1.055323e-01
-4.563100e-03  6.377523e-02 -9.448854e-01  1.754268e+00  5.000000e-01  1.295932e+00  1.044487e+00  2.344191e-01  1.012049e+00
 4.380906e-04  8.714240e-03  6.799420e-02  1.857294e+00  1.000000e+00  5.529855e+00  2.398387e+00  2.453453e-01  5.108531e+00
2 -1.467087e+00 -8.541428e-02  1.426865e+00  6.579881e-01  5.033296e-01  5.956740e+00 6 3  2.822596e-01
-1.143742e-02  9.297206e-01  2.283768e+00  0.000000e+00  0.000000e+00  3.029868e-01  2.173052e-01 -2.707667e-02  3.110735e-03
-2.371711e-02 -4.970913e-01 -4.537322e+00  6.008938e+01  5.000000e-01  4.643286e-01  7.045877e-01 -1.043760e-01  1.917185e-02
3 -1.301432e-01 -1.310557e-01  7.214781e-01  3.766305e-01  2.582153e-01  4.754213e+00 6 1 -1.000000e+00
-2.459874e-01 -4.326259e-01  1.964846e+00  0.000000e+00  0.000000e+00  1.901724e-01  1.308491e-01 -3.602133e-01  1.978747e-02
 1.924595e-01  1.403443e-01 -5.073535e-01  3.083251e+01  5.000000e-01  4.421050e-01 -5.149070e-01 -1.420257e+00  2.022421e-01
 3.880087e-04  3.360823e-04  8.056471e-06  5.205284e+01  1.000000e+00  3.676907e+02 -3.367508e+01 -9.593855e+01  3.669134e+02
3 -4.740185e-03 -4.398897e-02  1.805442e-01  9.551167e-02  8.032386e-01  1.866004e+00 6 1 -1.000000e+00
-3.054626e-02 -1.214819e-01  1.498227e+00  0.000000e+00  0.000000e+00  1.157372e-01  3.102870e-01 -1.348590e-01  7.013971e-02
